Tipo de Unidade,Unidade,Categoria,racacor,Total
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Graduação,Pard,0
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Graduação,Pret,0
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Graduação,N/I,0
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Pós-Graduação,Amar,1
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Pós-Graduação,Bran,21
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Pós-Graduação,Indig,0
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Pós-Graduação,Pard,0
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Pós-Graduação,Pret,2
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Pós-Graduação,N/I,145
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Pós-Doutorando,Amar,0
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Pós-Doutorando,Bran,0
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Pós-Doutorando,Indig,0
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Pós-Doutorando,Pard,0
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Pós-Doutorando,Pret,0
G - Programas Conjuntos,Interunidades em Estética e História da Arte,Pós-Doutorando,N/I,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Graduação,Amar,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Graduação,Bran,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Graduação,Indig,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Graduação,Pard,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Graduação,Pret,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Graduação,N/I,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Pós-Graduação,Amar,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Pós-Graduação,Bran,6
G - Programas Conjuntos,Interunidades em Integração da América Latina,Pós-Graduação,Indig,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Pós-Graduação,Pard,1
G - Programas Conjuntos,Interunidades em Integração da América Latina,Pós-Graduação,Pret,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Pós-Graduação,N/I,139
G - Programas Conjuntos,Interunidades em Integração da América Latina,Pós-Doutorando,Amar,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Pós-Doutorando,Bran,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Pós-Doutorando,Indig,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Pós-Doutorando,Pard,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Pós-Doutorando,Pret,0
G - Programas Conjuntos,Interunidades em Integração da América Latina,Pós-Doutorando,N/I,0
G - Programas Conjuntos,Interunidades em Museologia,Graduação,Amar,0
G - Programas Conjuntos,Interunidades em Museologia,Graduação,Bran,0
G - Programas Conjuntos,Interunidades em Museologia,Graduação,Indig,0
G - Programas Conjuntos,Interunidades em Museologia,Graduação,Pard,0
G - Programas Conjuntos,Interunidades em Museologia,Graduação,Pret,0
G - Programas Conjuntos,Interunidades em Museologia,Graduação,N/I,0
G - Programas Conjuntos,Interunidades em Museologia,Pós-Graduação,Amar,0
G - Programas Conjuntos,Interunidades em Museologia,Pós-Graduação,Bran,4
G - Programas Conjuntos,Interunidades em Museologia,Pós-Graduação,Indig,0
G - Programas Conjuntos,Interunidades em Museologia,Pós-Graduação,Pard,1
G - Programas Conjuntos,Interunidades em Museologia,Pós-Graduação,Pret,0
G - Programas Conjuntos,Interunidades em Museologia,Pós-Graduação,N/I,64
G - Programas Conjuntos,Interunidades em Museologia,Pós-Doutorando,Amar,0
G - Programas Conjuntos,Interunidades em Museologia,Pós-Doutorando,Bran,0
G - Programas Conjuntos,Interunidades em Museologia,Pós-Doutorando,Indig,0
G - Programas Conjuntos,Interunidades em Museologia,Pós-Doutorando,Pard,0
G - Programas Conjuntos,Interunidades em Museologia,Pós-Doutorando,Pret,0
G - Programas Conjuntos,Interunidades em Museologia,Pós-Doutorando,N/I,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Graduação,Amar,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Graduação,Bran,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Graduação,Indig,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Graduação,Pard,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Graduação,Pret,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Graduação,N/I,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Pós-Graduação,Amar,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Pós-Graduação,Bran,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Pós-Graduação,Indig,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Pós-Graduação,Pard,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Pós-Graduação,Pret,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Pós-Graduação,N/I,4
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Pós-Doutorando,Amar,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Pós-Doutorando,Bran,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Pós-Doutorando,Indig,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Pós-Doutorando,Pard,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Pós-Doutorando,Pret,0
G - Programas Conjuntos,Interunidades em Nutrição Humana Aplicada,Pós-Doutorando,N/I,0
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Graduação,Amar,5
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Graduação,Bran,113
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Graduação,Indig,0
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Graduação,Pard,18
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Graduação,Pret,8
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Graduação,N/I,25
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Pós-Graduação,Amar,0
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Pós-Graduação,Bran,0
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Pós-Graduação,Indig,0
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Pós-Graduação,Pard,0
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Pós-Graduação,Pret,0
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Pós-Graduação,N/I,0
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Pós-Doutorando,Amar,0
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Pós-Doutorando,Bran,0
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Pós-Doutorando,Indig,0
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Pós-Doutorando,Pard,0
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Pós-Doutorando,Pret,0
G - Programas Conjuntos,Interunidades Licenciatura São Carlos,Pós-Doutorando,N/I,0
G - Programas Conjuntos,Pró-G,Graduação,Amar,9
G - Programas Conjuntos,Pró-G,Graduação,Bran,74
G - Programas Conjuntos,Pró-G,Graduação,Indig,0
G - Programas Conjuntos,Pró-G,Graduação,Pard,16
G - Programas Conjuntos,Pró-G,Graduação,Pret,3
G - Programas Conjuntos,Pró-G,Graduação,N/I,11
G - Programas Conjuntos,Pró-G,Pós-Graduação,Amar,0
G - Programas Conjuntos,Pró-G,Pós-Graduação,Bran,0
G - Programas Conjuntos,Pró-G,Pós-Graduação,Indig,0
G - Programas Conjuntos,Pró-G,Pós-Graduação,Pard,0
G - Programas Conjuntos,Pró-G,Pós-Graduação,Pret,0
G - Programas Conjuntos,Pró-G,Pós-Graduação,N/I,0
G - Programas Conjuntos,Pró-G,Pós-Doutorando,Amar,0
G - Programas Conjuntos,Pró-G,Pós-Doutorando,Bran,0
G - Programas Conjuntos,Pró-G,Pós-Doutorando,Indig,0
G - Programas Conjuntos,Pró-G,Pós-Doutorando,Pard,0
G - Programas Conjuntos,Pró-G,Pós-Doutorando,Pret,0
G - Programas Conjuntos,Pró-G,Pós-Doutorando,N/I,0
